Name,ModelPath,ModelType,MaterialPaths
Alpha,chara/monster/m0424/obj/body/b0002/model/m0424b0002.mdl,Monster,
Genbu,chara/monster/m8231/obj/body/b0001/model/m8231b0001.mdl,Monster,
Genbu,chara/monster/m8231/obj/body/b0001/model/m8231b0001.mdl,Monster,
Mauto,chara/demihuman/d1030/obj/equipment/e0001/model/d1030e0001_0001.mdl,Demihuman,
the Wolf Burglar,chara/demihuman/d1030/obj/equipment/e0001/model/d1030e0001_0001.mdl,Demihuman,
Genbu,chara/monster/m0456/obj/body/b0001/model/m0456b0001.mdl,Monster,
Byakko,chara/monster/m0454/obj/body/b0001/model/m0454b0001.mdl,Monster,
Suzaku,chara/monster/m0499/obj/body/b0001/model/m0499b0001.mdl,Monster,
Seiryu,chara/monster/m0532/obj/body/b0001/model/m0532b0001.mdl,Monster,
Seiryu,chara/monster/m0065/obj/body/b0004/model/m0065b0004.mdl,Monster,
Genbu,chara/monster/m8231/obj/body/b0001/model/m8231b0001.mdl,Monster,
Seiryu,chara/monster/m0065/obj/body/b0004/model/m0065b0004.mdl,Monster,
Seiryu,chara/monster/m0065/obj/body/b0004/model/m0065b0004.mdl,Monster,
Soroban,chara/demihuman/d1028/obj/equipment/e0001/model/d1028e0001_0001.mdl,Demihuman,
×アルパ,chara/demihuman/d1032/obj/equipment/e0001/model/d1032e0001_0001.mdl,Demihuman,
×カブト,chara/demihuman/d1028/obj/equipment/e0001/model/d1028e0001_0001.mdl,Demihuman,
Alpha,chara/monster/m0424/obj/body/b0002/model/m0424b0002.mdl,Monster,
untried enclave guard,chara/demihuman/d1030/obj/equipment/e0001/model/d1030e0001_0001.mdl,Demihuman,
Little Yang,chara/monster/m8275/obj/body/b0002/model/m8275b0002.mdl,Monster,
Little Yin,chara/monster/m8275/obj/body/b0001/model/m8275b0001.mdl,Monster,
bat enthusiast,chara/monster/m0025/obj/body/b0001/model/m0025b0001.mdl,Monster,
ahriman enthusiast,chara/monster/m0043/obj/body/b0001/model/m0043b0001.mdl,Monster,
succubus enthusiast,chara/demihuman/d1016/obj/equipment/e0001/model/d1016e0001_0001.mdl,Demihuman,
unsavory imp,chara/monster/m0016/obj/body/b0001/model/m0016b0001.mdl,Monster,
Little Yang,chara/monster/m8275/obj/body/b0002/model/m8275b0002.mdl,Monster,
Little Yin,chara/monster/m8275/obj/body/b0001/model/m8275b0001.mdl,Monster,
Little Yang,chara/monster/m8275/obj/body/b0002/model/m8275b0002.mdl,Monster,
Little Yang,chara/monster/m8275/obj/body/b0002/model/m8275b0002.mdl,Monster,
Alpha,chara/monster/m0424/obj/body/b0002/model/m0424b0002.mdl,Monster,
Neneroon,chara/demihuman/d1012/obj/equipment/e0001/model/d1012e0001_0001.mdl,Demihuman,
Neneroon,chara/demihuman/d1012/obj/equipment/e0001/model/d1012e0001_0001.mdl,Demihuman,
Gilgamesh,chara/monster/m0461/obj/body/b0001/model/m0461b0001.mdl,Monster,
Gilgamesh,chara/monster/m0461/obj/body/b0001/model/m0461b0001.mdl,Monster,
Hurdy,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Hakuro,chara/demihuman/d1030/obj/equipment/e0001/model/d1030e0001_0001.mdl,Demihuman,
Blue Kojin emissary,chara/demihuman/d1028/obj/equipment/e0001/model/d1028e0001_0001.mdl,Demihuman,
Garuda,chara/monster/m0550/obj/body/b0001/model/m0550b0001.mdl,Monster,
flustered Ixal,chara/demihuman/d1002/obj/equipment/e0001/model/d1002e0001_0001.mdl,Demihuman,
frightened Ixal,chara/demihuman/d1002/obj/equipment/e0001/model/d1002e0001_0001.mdl,Demihuman,
fleet-footed Ixal,chara/demihuman/d1002/obj/equipment/e0001/model/d1002e0001_0001.mdl,Demihuman,
Maudlin Latool Ja,chara/demihuman/d1008/obj/equipment/e0001/model/d1008e0001_0001.mdl,Demihuman,
Whastrach,chara/monster/m0365/obj/body/b0002/model/m0365b0002.mdl,Monster,
Seiryu,chara/monster/m0065/obj/body/b0004/model/m0065b0004.mdl,Monster,
Maudlin Latool Ja,chara/demihuman/d1008/obj/equipment/e0001/model/d1008e0001_0001.mdl,Demihuman,
Wayward Gaheel Ja,chara/demihuman/d1008/obj/equipment/e0001/model/d1008e0001_0001.mdl,Demihuman,
Wayward Gaheel Ja,chara/demihuman/d1008/obj/equipment/e0001/model/d1008e0001_0001.mdl,Demihuman,
Maudlin Latool Ja,chara/demihuman/d1008/obj/equipment/e0001/model/d1008e0001_0001.mdl,Demihuman,
Wayward Gaheel Ja,chara/demihuman/d1008/obj/equipment/e0001/model/d1008e0001_0001.mdl,Demihuman,
Bwagi,chara/demihuman/d1031/obj/equipment/e0002/model/d1031e0002_0001.mdl,Demihuman,
Montblanc,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Gijuk,chara/demihuman/d1031/obj/equipment/e0004/model/d1031e0004_0001.mdl,Demihuman,
Rinok,chara/demihuman/d1031/obj/equipment/e0003/model/d1031e0003_0001.mdl,Demihuman,
Bwagi,chara/demihuman/d1031/obj/equipment/e0002/model/d1031e0002_0001.mdl,Demihuman,
Montblanc,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Kojin material supplier,chara/demihuman/d1028/obj/equipment/e0001/model/d1028e0001_0001.mdl,Demihuman,
Kojin junkmonger,chara/demihuman/d1028/obj/equipment/e0001/model/d1028e0001_0001.mdl,Demihuman,
Kojin mender,chara/demihuman/d1028/obj/equipment/e0001/model/d1028e0001_0001.mdl,Demihuman,
Kojin shellservant,chara/demihuman/d1028/obj/equipment/e0001/model/d1028e0001_0001.mdl,Demihuman,
Riggy,chara/monster/m0028/obj/body/b0002/model/m0028b0002.mdl,Monster,
Riggy,chara/monster/m0028/obj/body/b0002/model/m0028b0002.mdl,Monster,
coddled spriggan,chara/monster/m0028/obj/body/b0002/model/m0028b0002.mdl,Monster,
coddled spriggan,chara/monster/m0028/obj/body/b0002/model/m0028b0002.mdl,Monster,
coddled spriggan,chara/monster/m0028/obj/body/b0002/model/m0028b0002.mdl,Monster,
coddled spriggan,chara/monster/m0028/obj/body/b0002/model/m0028b0002.mdl,Monster,
coddled spriggan,chara/monster/m0028/obj/body/b0002/model/m0028b0002.mdl,Monster,
coddled spriggan,chara/monster/m0028/obj/body/b0002/model/m0028b0002.mdl,Monster,
coddled spriggan,chara/monster/m0028/obj/body/b0002/model/m0028b0002.mdl,Monster,
coddled spriggan,chara/monster/m0028/obj/body/b0002/model/m0028b0002.mdl,Monster,
Riggy,chara/monster/m0028/obj/body/b0002/model/m0028b0002.mdl,Monster,
Hurdy,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Montblanc,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Fran,chara/demihuman/d1034/obj/equipment/e0001/model/d1034e0001_0001.mdl,Demihuman,
Bwagi,chara/demihuman/d1031/obj/equipment/e0002/model/d1031e0002_0001.mdl,Demihuman,
Montblanc,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Hurdy,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Gilgamesh,chara/monster/m0461/obj/body/b0001/model/m0461b0001.mdl,Monster,
storage node alpha,chara/monster/m0278/obj/body/b0001/model/m0278b0001.mdl,Monster,
storage node beta,chara/monster/m0278/obj/body/b0003/model/m0278b0003.mdl,Monster,
Mero Roggo,chara/monster/m0089/obj/body/b0001/model/m0089b0001.mdl,Monster,
Fran,chara/demihuman/d1034/obj/equipment/e0001/model/d1034e0001_0001.mdl,Demihuman,
Bwagi,chara/demihuman/d1031/obj/equipment/e0002/model/d1031e0002_0001.mdl,Demihuman,
Montblanc,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Hurdy,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Fran,chara/demihuman/d1034/obj/equipment/e0001/model/d1034e0001_0001.mdl,Demihuman,
Bwagi,chara/demihuman/d1031/obj/equipment/e0002/model/d1031e0002_0001.mdl,Demihuman,
aspiring amaro tamer,chara/demihuman/d1001/obj/equipment/e0010/model/d1001e0010_0001.mdl,Demihuman,
Szem Djenmai,chara/demihuman/d1001/obj/equipment/e0010/model/d1001e0010_0001.mdl,Demihuman,
adroit amaro tamer,chara/demihuman/d1001/obj/equipment/e0010/model/d1001e0010_0001.mdl,Demihuman,
aged amaro tamer,chara/demihuman/d1001/obj/equipment/e0010/model/d1001e0010_0001.mdl,Demihuman,
Szel Guanleu,chara/demihuman/d1001/obj/equipment/e0010/model/d1001e0010_0001.mdl,Demihuman,
poisoned amaro,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
Knem Cheleim-In,chara/demihuman/d1001/obj/equipment/e0010/model/d1001e0010_0001.mdl,Demihuman,
Szeli Vantheu,chara/demihuman/d1001/obj/equipment/e0010/model/d1001e0010_0001.mdl,Demihuman,
delivery moogle,chara/demihuman/d1013/obj/equipment/e0001/model/d1013e0001_0001.mdl,Demihuman,
Montblanc,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Hurdy,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Montblanc,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Hurdy,chara/demihuman/d1006/obj/equipment/e0001/model/d1006e0001_0001.mdl,Demihuman,
Thon Gyuf,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
pixie meddler,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
pixie hoarder,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Sul Uin,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Ys Iala,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Oul Sigun,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
An Iala,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Sul Lad,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Wyd Aenc,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Marn Ose,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Ys Gyuf,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Iala Oul,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Daen Kenn,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Wyd Lad,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Ose Sigun,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Tyr Nee,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Seto,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
Rispa,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
Eo An,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
Nimbus,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
Kenn Beq,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
Sandman,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
Traveler,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
Tolshs Aath,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
Paushs Ooan,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
Kewshs Ooan,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
Gholshs Aath,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
Saushs Koal,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
Deushs Aath,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
Goushs Ooan,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
Amshs Aath,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
Szel Guonm-In,chara/demihuman/d1001/obj/equipment/e0010/model/d1001e0010_0001.mdl,Demihuman,
Ghen Gen,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Rhon Ron,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
material supplier,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Mord culinarian,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Zhin Zin,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Ghin Gin,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Mord Souq guard,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Ghel Gel,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Bhun Bun,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Zhol Zol,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Mhil Mil,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Bhil Bil,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Rhun Run,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Shan San,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Thil Til,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Rhen Ren,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Mord junkmonger,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Ghon Gon,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Rhil Ril,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Shul Sul,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Mhon Mon,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
giant beaver,chara/monster/m8307/obj/body/b0001/model/m8307b0001.mdl,Monster,
Sorashs Koal,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
delivery moogle,chara/demihuman/d1013/obj/equipment/e0001/model/d1013e0001_0001.mdl,Demihuman,
delivery moogle,chara/demihuman/d1013/obj/equipment/e0001/model/d1013e0001_0001.mdl,Demihuman,
Tyr Kenn,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
delivery moogle,chara/demihuman/d1013/obj/equipment/e0001/model/d1013e0001_0001.mdl,Demihuman,
Beq Thon,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Gyuf Daen,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Sigun Ul,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Jul Feo,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Iala Sul,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Aenc Uin,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Nemshs Ooan,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
Pulshs Ooan,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
Pegshs Ooan,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
Nakshs Koal,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
Setoto,chara/monster/m0022/obj/body/b0003/model/m0022b0003.mdl,Monster,
Feo Ul,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Titania,chara/monster/m0553/obj/body/b0002/model/m0553b0002.mdl,Monster,
Szem Djenmai,chara/demihuman/d1001/obj/equipment/e0010/model/d1001e0010_0001.mdl,Demihuman,
Dulia-Chai,chara/demihuman/d1035/obj/equipment/e0001/model/d1035e0001_0001.mdl,Demihuman,
Vauthry,chara/monster/m0558/obj/body/b0001/model/m0558b0001.mdl,Monster,
Innocence,chara/monster/m0559/obj/body/b0001/model/m0559b0001.mdl,Monster,
Ghen Gen,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Ran'jit,chara/monster/m0546/obj/body/b0001/model/m0546b0001.mdl,Monster,
Sul Uin,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Ys Iala,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Oul Sigun,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Titania,chara/monster/m0553/obj/body/b0001/model/m0553b0001.mdl,Monster,
Seto,chara/demihuman/d1036/obj/equipment/e0001/model/d1036e0001_0001.mdl,Demihuman,
Gukumatz,chara/monster/m0420/obj/body/b0003/model/m0420b0003.mdl,Monster,
Tolshs Aath,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
Aenc Thon,chara/monster/m0320/obj/body/b0002/model/m0320b0002.mdl,Monster,
Hades,chara/monster/m0565/obj/body/b0001/model/m0565b0001.mdl,Monster,
faux commander,chara/monster/m8348/obj/body/b0001/model/m8348b0001.mdl,Monster,
Rinok,chara/demihuman/d1031/obj/equipment/e0003/model/d1031e0003_0001.mdl,Demihuman,
Ran'jit,chara/monster/m0546/obj/body/b0002/model/m0546b0002.mdl,Monster,
Sul Oul,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
magic pot,chara/monster/m0079/obj/body/b0001/model/m0079b0001.mdl,Monster,
Surito Carito,chara/monster/m0022/obj/body/b0002/model/m0022b0002.mdl,Monster,
Setoto,chara/monster/m0022/obj/body/b0003/model/m0022b0003.mdl,Monster,
delivery moogle,chara/demihuman/d1013/obj/equipment/e0001/model/d1013e0001_0001.mdl,Demihuman,
recording node,chara/monster/m0278/obj/body/b0001/model/m0278b0001.mdl,Monster,
Marn Ose,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Wyd Lad,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Bismarck,chara/monster/m0567/obj/body/b0001/model/m0567b0001.mdl,Monster,
not Tesleen,chara/monster/m0541/obj/body/b0001/model/m0541b0001.mdl,Monster,
bestial sin eater,chara/monster/m0146/obj/body/b0004/model/m0146b0004.mdl,Monster,
shapely sin eater,chara/monster/m0375/obj/body/b0003/model/m0375b0003.mdl,Monster,
Skip,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
recording node,chara/monster/m0278/obj/body/b0001/model/m0278b0001.mdl,Monster,
recording node,chara/monster/m0278/obj/body/b0001/model/m0278b0001.mdl,Monster,
Skip,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
Skip,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
amaro tamer,chara/demihuman/d1001/obj/equipment/e0010/model/d1001e0010_0001.mdl,Demihuman,
Nee Marn,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Nee Marn's familiar,chara/monster/m0080/obj/body/b0003/model/m0080b0003.mdl,Monster,
Nee Marn's familiar,chara/monster/m0080/obj/body/b0003/model/m0080b0003.mdl,Monster,
amaro tamer,chara/demihuman/d1001/obj/equipment/e0010/model/d1001e0010_0001.mdl,Demihuman,
Mord peddler,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Ondo spearfisher,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
injured amaro,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
poisoned amaro,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
Skip,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
Skip,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
Skip,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
Skip,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
Skip,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
green-thumbed pixie,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
naughty pixie,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
tricksy pixie,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
recording node,chara/monster/m0278/obj/body/b0001/model/m0278b0001.mdl,Monster,
Emet-Selch,chara/monster/m0529/obj/body/b0002/model/m0529b0002.mdl,Monster,
dark aether,chara/demihuman/d1014/obj/equipment/e0004/model/d1014e0004_0001.mdl,Demihuman,
dark aether,chara/demihuman/d1014/obj/equipment/e0004/model/d1014e0004_0001.mdl,Demihuman,
Eo Sigun,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Byakko,chara/monster/m0177/obj/body/b0005/model/m0177b0005.mdl,Monster,
Suzaku,chara/monster/m0118/obj/body/b0004/model/m0118b0004.mdl,Monster,
Seiryu,chara/monster/m0065/obj/body/b0004/model/m0065b0004.mdl,Monster,
Soroban,chara/demihuman/d1028/obj/equipment/e0001/model/d1028e0001_0001.mdl,Demihuman,
Rhon Ron,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Mord merchant,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
peddler of pots,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
Talos,chara/monster/m0489/obj/body/b0002/model/m0489b0002.mdl,Monster,
Szem Djenmai,chara/demihuman/d1001/obj/equipment/e0010/model/d1001e0010_0001.mdl,Demihuman,
alert amaro,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
indolent amaro,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
anxious amaro,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
equable amaro,chara/demihuman/d1036/obj/equipment/e0002/model/d1036e0002_0001.mdl,Demihuman,
Editha,chara/demihuman/d1005/obj/equipment/e0001/model/d1005e0001_0001.mdl,Demihuman,
Hades,chara/monster/m0565/obj/body/b0001/model/m0565b0001.mdl,Monster,
Ghun Gun,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
imposing golem,chara/monster/m0416/obj/body/b0003/model/m0416b0003.mdl,Monster,
eldritch golem,chara/monster/m0416/obj/body/b0003/model/m0416b0003.mdl,Monster,
Orehound,chara/monster/m0408/obj/body/b0002/model/m0408b0002.mdl,Monster,
Xeroshs Ooan,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
Naroshs Koal,chara/demihuman/d1007/obj/equipment/e0001/model/d1007e0001_0005.mdl,Demihuman,
Great Serpent of Ronka,chara/monster/m8304/obj/body/b0001/model/m8304b0001.mdl,Monster,
...Amalj'aa?,chara/demihuman/d1001/obj/equipment/e0010/model/d1001e0010_0001.mdl,Demihuman,
Wyd Aenc,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Tyr Nee,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Megasonic Frogboy,chara/monster/m0408/obj/body/b0002/model/m0408b0002.mdl,Monster,
Ul Thon,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Zhun Zun,chara/demihuman/d1003/obj/equipment/e0007/model/d1003e0007_0001.mdl,Demihuman,
bees,chara/monster/m0137/obj/body/b0001/model/m0137b0001.mdl,Monster,
sin eater,chara/monster/m0557/obj/body/b0002/model/m0557b0002.mdl,Monster,
Feo Ul,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Beq Lugg,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0002.mdl,Demihuman,
Seeker of Solitude,chara/monster/m0604/obj/body/b0001/model/m0604b0001.mdl,Monster,
Siegfried,chara/demihuman/d1024/obj/equipment/e0002/model/d1024e0002_0001.mdl,Demihuman,
Gaia,chara/demihuman/d1041/obj/equipment/e0001/model/d1041e0001_0001.mdl,Demihuman,
bustling broom,chara/monster/m8068/obj/body/b0001/model/m8068b0001.mdl,Monster,
Szen Gwonbai,chara/demihuman/d1001/obj/equipment/e0010/model/d1001e0010_0001.mdl,Demihuman,
Wyd Aenc,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Marn Ose,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
Ys Gyuf,chara/demihuman/d1037/obj/equipment/e0001/model/d1037e0001_0001.mdl,Demihuman,
enormous amaro,chara/demihuman/d1036/obj/equipment/e0001/model/d1036e0001_0001.mdl,Demihuman,
Ys Iala,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Sul Uin,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
Oul Sigun,chara/demihuman/d1038/obj/equipment/e0001/model/d1038e0001_0001.mdl,Demihuman,
unrepaired Talos,chara/monster/m0489/obj/body/b0002/model/m0489b0002.mdl,Monster,
Talos,chara/monster/m0489/obj/body/b0002/model/m0489b0002.mdl,Monster,
Talos,chara/monster/m0489/obj/body/b0002/model/m0489b0002.mdl,Monster,
aspiring amaro tamer,chara/demihuman/d1001/obj/equipment/e0010/model/d1001e0010_0001.mdl,Demihuman,
Szem Djenmai,chara/demihuman/d1001/obj/equipment/e0010/model/d1001e0010_0001.mdl,Demihuman,
Dulia-Chai,chara/demihuman/d1035/obj/equipment/e0001/model/d1035e0001_0001.mdl,Demihuman,
